,Name,Location,Phone_1,Phone_2,Website,Register_Capital
175,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ CPN รีเทล โกรท,เลขที่ 999/9 ถนนพระราม 1 แขวงปทุมวัน เขตปทุมวัน กทม.,0-2667-5555 Ext. 1660,0-2667-5590,http://www.cpnreit.com,"38,504,968,966.80 บาท"
176,บริษัท ซีพีอาร์ โกมุ อินดัสเตรียล จำกัด (มหาชน),78 หมู่ 2 ถนนพหลโยธิน (กิโลเมตรที่ 77.5) ตำบลสนับทึบ อำเภอวังน้อย พระนครศรีอยุธยา,"0-3572-3324-7, 0-3572-3128-31","0-3572-3323, 0-3572-3332",http://www.cprgomu.co.th,"199,000,000.00 บาท"
177,บริษัท ซีพีที ไดร์ แอนด์ เพาเวอร์ จำกัด (มหาชน),เลขที่ 230/7 ถนนเทศบาลรังรักษ์เหนือ แขวงลาดยาว เขตจตุจักร กทม.,0-2954-2590-2,0-2580-6332-4,http://www.CPTthailand.com,"739,500,000.00 บาท"
178,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ ซี.พี.ทาวเวอร์ โกรท,เลขที่ 1 อาคารเอ็มไพร์ทาวเวอร์ ชั้น 32 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กทม.,0-2686-6100,0-2670-0430,http://www.ktam.co.th,"9,751,421,400.00 บาท"
179,บริษัท คอปเปอร์ ไวร์ด จำกัด (มหาชน),159/6 อาคารเสริมมิตร ทาวเวอร์ ชั้น 2 ห้อง 201 ? 202 ถนนสุขุมวิท 21 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กทม.,0-2665-2950-3,0-2665-2954,http://www.copperwired.co.th,"300,000,000.00 บาท"
180,บริษัท ชูไก จำกัด (มหาชน),เลขที่ 44/88 หมู่ที่ 1 ถนนบางนา-ตราด กม. 22 ตำบลศีรษะจรเข้ใหญ่ อำเภอบางเสาธง สมุทรปราการ,0-2715-0000,0-2715-0055,http://www.chukai.co.th,"1,044,637,027.00 บาท"
181,บริษัท เซ็นทรัล รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),เลขที่ 22 ซอยสมคิด ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.,0-2650-3600,-,https://www.centralretail.com/,"6,320,000,000.00 บาท"
182,บริษัท เชียงใหม่ริมดอย จำกัด (มหาชน),เลขที่ 164/34-36 ถนนช้างคลาน ตำบลช้างคลาน อำเภอเมืองเชียงใหม่ เชียงใหม่,"0-5327-1420, 0-5327-2429",0-5381-8465,http://www.cmrd.co.th,"250,000,000.00 บาท"
183,บริษัท ฝาจีบ จำกัด (มหาชน),5 ซอยรังสิต-นครนายก 46 ตำบลประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี,0-2533-0450-9,0-2974-1114,http://www.crownseal.co.th,"520,007,420.00 บาท"
184,บริษัท ซีเอสพี สตีลเซ็นเตอร์ จำกัด (มหาชน),475 ถนนพระราม 3 แขวงบางโคล่ เขตบางคอแหลม กทม.,0-2291-6314-21,0-2291-3828,http://www.cspsteel.com,"621,166,300.00 บาท"
185,บริษัท เทพธานีกรีฑา จำกัด (มหาชน),22 ถนนนวธานี แขวงรามอินทรา เขตคันนายาว กทม.,"0-2376-1693-5, 0-2376-1034-6",0-2376-1685,http://www.navatanee.com,"205,000,000.00 บาท"
186,บริษัท คอมมิวนิเคชั่น แอนด์ ซิสเต็มส์ โซลูชั่น จำกัด (มหาชน),329 หมู่ที่ 3 ตำบลบ้านใหม่ ตำบลบ้านใหม่ อำเภอปากเกร็ด นนทบุรี,0-2018-1111,0-2018-1142,http://www.cssthai.com,"588,036,884.50 บาท"
187,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์โรงแรมและรีสอร์ทในเครือฯ,เลขที่ 400/22 อาคารธนาคารกสิกรไทย ชั้น 6 และ 12 ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กทม.,0-2673-3999,-,-,"2,803,232,000.00 บาท"
188,บริษัท จรุงไทยไวร์แอนด์เคเบิ้ล จำกัด (มหาชน),เลขที่ 589/71 อาคารเซ็นทรัลซิตี้ทาวเวอร์ ชั้น 12 เอ ถนนเทพรัตน แขวงบางนาเหนือ เขตบางนา กทม.,0-2745-6118-30,0-2745-6131-32,http://www.ctw.co.th,"1,989,531,420.00 บาท"
189,บริษัท โคลเวอร์ เพาเวอร์ จำกัด (มหาชน),เลขที่ 159 ซอยพระรามเก้า 57/1 (วิเศษสุข 2) แขวงพัฒนาการ เขตสวนหลวง กทม.,0-2731-7999,0-2731-7969,http://www.cloverpower.co.th,"640,000,000.00 บาท"
190,บริษัท ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน),"176/1,1480 หมู่ 1 ซอยฟอกหนัง ถนนสุขุมวิท กม.30 ตำบลท้ายบ้าน อำเภอเมือง สมุทรปราการ",0-2703-7880,0-2703-7882,http://www.cwt.co.th,"870,256,299.00 บาท"
191,บริษัท เดนทัล คอร์ปอเรชั่น จำกัด (มหาชน),เลขที่ 157 ชั้นที่ 2 ถนนรัชดาภิเษก แขวงดินแดง เขตดินแดง กทม.,"0-2692-4333, 0-2245-7197",-,http://www.dentalcorpthailand.com,"168,000,000.00 บาท"
192,บริษัท ไดนาสตี้เซรามิค จำกัด (มหาชน),37/7 ถนนสุทธิสารวินิจฉัย แขวงสามเสนนอก เขตห้วยขวาง กทม.,"0-2276-9275-81, 0-2693-1524-8","0-2276-0313-7, 0-2693-1528",http://www.dynastyceramic.com,"912,561,126.60 บาท"
193,บริษัท ดีคอนโปรดักส์ จำกัด (มหาชน),"ตึกช้าง อาคารบี ชั้นที่ 8, 3300/57 สี่แยกรัชโยธิน ถนนพหลโยธิน แขวงจอมพล เขตจตุจักร กทม.",0-2937-3312,0-2937-3328,http://www.dconproduct.com,"552,878,639.60 บาท"
194,บริษัท ดู เดย์ ดรีม จำกัด (มหาชน),เลขที่ 32 ถนนเคหะร่มเกล้า แขวงราษฎร์พัฒนา เขตสะพานสูง กทม.,0-2917-3055,0-2917-3054,http://www.dodaydream.com,"318,000,000.00 บาท"
195,บริษัทเดลต้า อีเลคโทรนิคส์ (ประเทศไทย) จำกัด (มหาชน),909 ซอย 9 หมู่ 4 นิคมอุตสาหกรรมบางปู ตำบลแพรกษา อำเภอเมืองสมุทรปราการ สมุทรปราการ,0-2709-3200,0-2324-0243,http://www.deltathailand.com,"1,259,000,000.00 บาท"
196,บริษัท เด็มโก้ จำกัด (มหาชน),59 หมู่ 1 ตำบลสวนพริกไทย อำเภอเมือง ปทุมธานี,0-2959-5811,0-2959-5816,http://www.demco.co.th,"822,683,573.00 บาท"
197,บริษัท ดีเฮ้าส์พัฒนา จำกัด (มหาชน),เลขที่ 99 ถนนสารคาม - วาปีปทุม ตำบลตลาด อำเภอเมืองมหาสารคาม มหาสารคาม,0-4372-2000,0-4372-2272,http://www.dhousepattana.com,"420,000,000.00 บาท"
198,กองทุนรวมโครงสร้างพื้นฐานโทรคมนาคม ดิจิทัล,ชั้น 7-8 อาคาร 1 ไทยพาณิชย์ ปาร์ค พลาซ่า เลขที่ 18 ถนนรัชดาภิเษก แขวงจตุจักร เขตจตุจักร กทม.,0-2949-1500,0-2949-1501,http://www.digital-tif.com,"106,316,537,450.00 บาท"
199,บริษัท ไดเมท (สยาม) จำกัด (มหาชน),เลขที่ 602 หมู่ที่ 2 นิคมอุตสาหกรรมบางปู ซอย 1 ถนนสุขุมวิท ตำบลบางปูใหม่ อำเภอเมืองสมุทรปราการ สมุทรปราการ,0-2323-2800-6,0-2323-2807,http://www.dimetsiam.com,"1,649,640,413.00 บาท"
200,บริษัท ดิทโต้ (ประเทศไทย) จำกัด (มหาชน),235/1-3 ถนนราษฎร์พัฒนา แขวงสะพานสูง เขตสะพานสูง กทม.,0-2517-5555,0-2517-5434,http://www.dittothailand.com/,"334,000,000.00 บาท"
201,บริษัท ทางยกระดับดอนเมือง จำกัด (มหาชน),40/40 ถนนวิภาวดีรังสิต แขวงสนามบิน เขตดอนเมือง กทม.,0-2792-6500,0-2552-8065,http://www.tollway.co.th,"6,142,410,560.00 บาท"
202,บริษัท ดีโอดี ไบโอเทค จำกัด (มหาชน),เลขที่ 111 หมู่ 2 ตำบลท่าจีน อำเภอเมืองสมุทรสาคร สมุทรสาคร,"0-3444-6333, 0-3444-6444",0-3444-0373,http://www.dodbiotech.com,"307,500,369.50 บาท"
203,บริษัท ดูโฮม จำกัด (มหาชน),60 ซอยร่วมมิตร ถนนดินแดง แขวงสามเสนใน เขตพญาไท กทม.,0-2027-8787,-,https://www.dohome.co.th/,"2,907,618,627.00 บาท"
204,บริษัท สีเดลต้า จำกัด (มหาชน),55 อาคารเดลต้าเฮ้าส์ ถนนเทียนร่วมมิตร แขวงห้วยขวาง เขตห้วยขวาง กทม.,0-2247-2820-9,0-2247-1676,http://www.deltapaint.co.th,"230,000,000.00 บาท"
205,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดุสิตธานี,เลขที่ 319 อาคารจัตุรัสจามจุรี ชั้น 29 ถนนพญาไท แขวงปทุมวัน เขตปทุมวัน กทม.,0-2200-9999 Ext. 3681-4,0-2636-3545,http://www.dtcreit.com,"6,201,647,450.00 บาท"
206,บริษัท ผลิตภัณฑ์ตราเพชร จำกัด (มหาชน),69-70 หมู่ 1 ถนนมิตรภาพ กม. 115 ตำบลตลิ่งชัน อำเภอเมือง สระบุรี,0-3622-4171-8,0-3622-4185-7,http://www.dbp.co.th,"855,033,100.00 บาท"
207,บริษัท โทเทิ่ล แอ็คเซ็ส คอมมูนิเคชั่น จำกัด (มหาชน),เลขที่ 319 อาคารจัตุรัสจามจุรี ชั้น 38 ถนนพญาไท แขวงปทุมวัน เขตปทุมวัน กทม.,0-2202-8000,-,http://www.dtac.co.th,"4,735,622,000.00 บาท"
208,บริษัท ดี.ที.ซี.อินดัสตรี่ส์ จำกัด (มหาชน),176 ซอยพงษ์เวชอนุสรณ์ ถนนสุขุมวิท 64 แขวงบางจาก เขตพระโขนง กทม.,0-2311-1371-6,"0-2331-5615, 0-2311-7796",http://www.lancerpen.com,"100,000,000.00 บาท"
209,บริษัท ดุสิตธานี จำกัด (มหาชน),เลขที่ 319 อาคารจัตุรัสจามจุรี ชั้น 29 ถนนพญาไท แขวงปทุมวัน เขตปทุมวัน กทม.,0-2200-9999,-,http://www.dusit.com,"850,000,000.00 บาท"
210,บริษัท ดีวี8 จำกัด (มหาชน),ห้องเลขที่ 191/43 ชั้น 21 อาคารซีทีไอ ทาวเวอร์ เลขที่ 191 ถนนรัชดาภิเษก แขวงคลองเตย เขตคลองเตย กทม.,0-2204-2601-11,0-2204-2615,http://www.dv8.co.th,"1,430,416,192.00 บาท"
211,บริษัท พลังงานบริสุทธิ์ จำกัด (มหาชน),ชั้น 16 อาคารเอไอเอ แคปปิตอล เซ็นเตอร์ เลขที่ 89 ถนนรัชดาภิเษก เขตดินแดง กทม.,"0-2248-2488-92, 0-2002-3667-9",0-2248-2493,http://www.energyabsolute.co.th,"402,000,000.00 บาท"
212,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),7/1-2 หมู่ 1 ตำบลพานทอง อำเภอพานทอง ชลบุรี,0-3845-1833,0-3845-1825,http://www.easonplc.com,"567,084,913.00 บาท"
213,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),"อาคารอีสท์วอเตอร์ ชั้น 23-26, 1 ซอยวิภาวดีรังสิต 5 ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กทม.",0-2272-1600,0-2272-1601,http://www.eastwater.com,"1,663,725,149.00 บาท"
214,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),37/9 หมู่ 10 ถนนบ้านบึง - แกลง ตำบลทางเกวียน อำเภอแกลง ระยอง,"0-3867-1361, 0-3888-6372-4",0-3888-6375,http://www.eastcoast.co.th,"287,846,277.00 บาท"
215,บริษัท ตะวันออกพาณิชย์ลีสซิ่ง จำกัด (มหาชน),976/1 ซอยโรงพยาบาลพระราม 9 ถนนริมคลองสามเสน แขวงบางกะปิ เขตห้วยขวาง กทม.,0-2641-5252,0-2641-5994-5,http://www.ecl.co.th,"1,478,478,669.00 บาท"
216,บริษัท อีเทอเนิล เอนเนอยี จำกัด (มหาชน),888 อาคารไอทาวเวอร์ ชั้น 8 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,0-2554-8000,0-2554-8001,http://www.eternalenergy.co.th,"7,750,000,000.00 บาท"
217,บริษัท อี ฟอร์ แอล เอม จำกัด (มหาชน),เลขที่ 432 ถนนราชวิถี แขวงบางยี่ขัน เขตบางพลัด กทม.,0-2883-0871-9,-,http://www.eforl-aim.com,"3,897,918,326.25 บาท"
218,กองทุนรวมโครงสร้างพื้นฐาน โรงไฟฟ้าพระนครเหนือ ชุดที่ 1 การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,1 อาคารเอ็มไพร์ทาวเวอร์ ชั้น 32 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กทม.,0-2686-6100,0-2670-0430,http://www.ktam.co.th,"19,315,901,000.00 บาท"
219,บริษัท ผลิตไฟฟ้า จำกัด (มหาชน),"อาคารเอ็กโก, 222 หมู่ 5 ถนนวิภาวดีรังสิต แขวงทุ่งสองห้อง เขตหลักสี่ กทม.","0-2998-5000, 0-2998-5999",0-2955-0956-9,http://www.egco.com,"5,300,000,000.00 บาท"
220,บริษัท เอกชัยการแพทย์ จำกัด (มหาชน),เลขที่ 99/9 หมู่ที่ 4 ถนนเอกชัย ตำบลโคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร,0-3441-7999 หรือ 1715,0-3441-7903,http://www.ekachaihospital.com,"409,999,780.50 บาท"
221,บริษัท อีเอ็มซี จำกัด (มหาชน),"อาคารไอทีเอฟ ทาวเวอร์ ชั้น 28-30, 140/66-67 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กทม.",0-2615-6100,0-2615-6128-30,http://www.emc.co.th,"12,650,632,144.00 บาท"
222,บริษัท อีสเทอร์น พาวเวอร์ กรุ๊ป จำกัด (มหาชน),"เลขที่ 51/29, 51/61 ซอยวิภาวดีรังสิต66 (สยามสามัคคี) แขวงตลาดบางเขน เขตหลักสี่ กทม.",0-2551-0541-4,"0-2552-0905, 0-2551-0532",http://www.epco.co.th,"1,165,633,871.00 บาท"
223,บริษัท อีสเทิร์นโพลีเมอร์ กรุ๊ป จำกัด (มหาชน),770 หมู่ 6 ถนนเทพารักษ์ อำเภอเมือง สมุทรปราการ,0-2383-6599,0-2383-6532,http://www.epg.co.th,"2,800,000,000.00 บาท"
224,บริษัท ดิ เอราวัณ กรุ๊ป จำกัด (มหาชน),"อาคารเพลินจิต เซ็นเตอร์ ชั้น 6, 2 ถนนสุขุมวิท แขวงคลองเตย เขตคลองเตย กทม.",0-2257-4588,0-2257-4577,http://www.theerawan.com,"4,891,207,330.00 บาท"
225,กองทุนรวมอสังหาริมทรัพย์เอราวัณ โฮเทล โกรท,ชั้น 7-8 อาคาร 1 ไทยพาณิชย์ ปาร์ค พลาซ่า เลขที่ 18 ถนนรัชดาภิเษก แขวงจตุจักร เขตจตุจักร กทม.,0-2949-1500,0-2949-1501,http://www.scbam.com,"1,454,867,760.00 บาท"
226,บริษัท เอสโซ่ (ประเทศไทย) จำกัด (มหาชน),เลขที่ 3195/17-29 ถนนพระรามที่ 4 แขวงคลองตัน เขตคลองเตย กทม.,0-2262-4000,0-2262-4800,http://www.esso.co.th,"17,110,007,246.71 บาท"
227,บริษัท อีสเทอร์น สตาร์ เรียล เอสเตท จำกัด (มหาชน),"อาคารเพลินจิตทาวเวอร์ ชั้น 5, 898 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.",0-2263-1010,0-2263-1009,http://www.estarpcl.com,"5,172,246,185.00 บาท"
228,บริษัท เอิร์ธ เท็ค เอนไวรอนเมนท์ จำกัด (มหาชน),"88, 88/1 หมู่ที่ 1 ตำบลบ้านธาตุ อำเภอแก่งคอย สระบุรี",0-3620-0294,0-3620-0295,http://www.etcenvi.com,"1,230,000,000.00 บาท"
229,บริษัท บูรพา เทคนิคอล เอ็นจิเนียริ่ง จำกัด (มหาชน),59/21-22 หมู่ที่ 1 ถนนเลี่ยงเมือง ตำบลบางกุ้ง อำเภอเมืองสุราษฏร์ธานี สุราษฎร์ธานี,0-7729-5316-8,0-7729-5320,http://www.eastern-groups.com,"280,000,000.00 บาท"
230,บริษัท เอเวอร์แลนด์ จำกัด (มหาชน),เลขที่ 223/96 อาคาร คันทรี่ ทาวเวอร์ ชั้น 21 ถนนสรรพาวุธ แขวงบางนา เขตบางนา กทม.,0-2361-6156-60,0-2720-7598-9,http://www.everland.co.th,"6,473,046,061.00 บาท"
231,บริษัท ฟู้ดแอนด์ดริ๊งส์ จำกัด (มหาชน),เลขที่ 183 อาคารรีเจ้นท์ เฮ้าส์ ชั้นที่ 15 ถนนราชดำริ แขวงลุมพินี เขตปทุมวัน กทม.,0-2253-5232-33,-,http://www.foodanddrinks.co.th,"176,243,080.00 บาท"
232,บริษัท แฟนซีวู๊ด อินดัสตรีส จำกัด (มหาชน),บมจ.แฟนซีวู๊ดอินดัสตรีส สาขา 2 เลขที่ 22 ซอยประดิษฐ์มนูธรรม 23 ถนนประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว กทม.,"0-2578-2823 , 0-2578-2824",0-2578-2522,http://www.fancywood.th.com,"615,000,000.00 บาท"
233,บริษัท ฟาร์อีสท์ เฟมไลน์ ดีดีบี จำกัด (มหาชน),465/1-467 ถนนศรีอยุธยา แขวงทุ่งพญาไท เขตราชเทวี กทม.,0-2354-3333,0-2644-9550-2,http://www.fareastfamelineddb.com,"78,700,000.00 บาท"
234,บริษัท ฟลอยด์ จำกัด (มหาชน),เลขที่ 31/4 หมู่ที่ 2 ซอยวัดส้มเกลี้ยง ถนนกาญจนาภิเษก ตำบลบางแม่นาง อำเภอบางใหญ่ นนทบุรี,"0-2191-6258, 0-2191-6260",0-2191-6262,http://www.floyd.co.th,"225,000,000.00 บาท"
235,บริษัท ไฟน์ เม็ททัล เทคโนโลยีส์ จำกัด (มหาชน),183 อาคารรีเจ้นท์เฮ้าส์ ชั้น 14 ถนนราชดำริห์ แขวงลุมพินี เขตปทุมวัน กทม.,0-2256-0641-50,0-2256-0651-2,http://www.fmt.co.th,"480,000,000.00 บาท"
236,บริษัท เอฟเอ็น แฟคตอรี่ เอ๊าท์เลท จำกัด (มหาชน),เลขที่ 991 อาคาร เอฟเอ็น บิวดิ้ง ถนนพระราม 9 แขวงสวนหลวง เขตสวนหลวง กทม.,0-2300-4951,0-2300-4681,http://www.fnoutlet.com,"500,000,000.00 บาท"
237,บริษัท เอฟเอ็นเอส โฮลดิ้งส์ จำกัด (มหาชน),เลขที่ 345 อาคาร 345 สุรวงศ์ ชัั้นที่ 6 ถนนสุรวงศ์ แขวงสุริยวงศ์ เขตบางรัก กทม.,0-2697-3700,0-2697-3779,http://www.fnsplc.com,"1,729,277,200.00 บาท"
238,บริษัท ฟอร์ท คอร์ปอเรชั่น จำกัด (มหาชน),เลขที่ 1053/1 ถนนพหลโยธิน แขวงพญาไท เขตพญาไท กทม.,"0-2265-6700, 0-2271-2888","0-2265-6799, 0-2279-4888",http://www.forth.co.th,"480,000,000.00 บาท"
239,บริษัท ฟอร์จูน พาร์ท อินดัสตรี้ จำกัด (มหาชน),11/22 หมู่ 20 ถนนนิมิตใหม่ ตำบลลำลูกกา อำเภอลำลูกกา ปทุมธานี,0-2993-4970-7,0-2993-4978-9,http://www.fpiautoparts.com,"378,257,483.50 บาท"
240,บริษัท เฟรเซอร์ส พร็อพเพอร์ตี้ (ประเทศไทย) จำกัด (มหาชน),เลขที่ 944 มิตรทาวน์ ออฟฟิศ ทาวเวอร์ ชั้นที่ 22-23 ถนนพระราม 4 แขวงวังใหม่ เขตปทุมวัน กทม.,0-2483-0000,0-2078-1970,https://www.frasersproperty.co.th,"3,710,843,868.00 บาท"
241,บริษัท ฟอร์ท สมาร์ท เซอร์วิส จำกัด (มหาชน),256 ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กทม.,0-2278-1777,0-2279-7195,http://www.boonterm.com,"390,000,000.00 บาท"
242,บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน),999/9 อาคาร ดิ ออฟฟิศเศส แอท เซ็นทรัลเวิลด์ ชั้น 18 ถนนพระราม 1 แขวงปทุมวัน เขตปทุมวัน กทม.,0-2658-9000,0-2658-9501,http://www.fnsyrus.com,"930,244,840.00 บาท"
243,บริษัท ไฟร์เทรดเอ็นจิเนียริ่ง จำกัด (มหาชน),เลขที่ 1198/5 ถนนพระราม 9 แขวงพัฒนาการ เขตสวนหลวง กทม.,0-2026-0470-92,0-2026-0499,http://www.firetrade.co.th,"330,000,000.00 บาท"
244,บริษัท ฟังก์ชั่น อินเตอร์เนชั่นแนล จำกัด (มหาชน),เลขที่ 313 ถนนเจริญพัฒนา แขวงบางชัน เขตคลองสามวา กทม.,0-2540-6263,0-2907-4100,http://www.functioninter.co.th,"450,000,000.00 บาท"
245,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์เพื่ออุตสาหกรรม เฟรเซอร์ส พร็อพเพอร์ตี้,เลขที่ 944 มิตรทาวน์ ออฟฟิศ ทาวเวอร์ ชั้นที่ 22-23 ถนนพระราม 4 แขวงวังใหม่ เขตปทุมวัน กทม.,0-2483-0000,0-2483-0592,http://www.ftreit.co.th,"37,977,391,273.78 บาท"
246,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ฟิวเจอร์พาร์ค,175 อาคารสาธรซิตี้ทาวเวอร์ ชั้น 7 ชั้น 21 และชั้น 26 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม.,0-2674-6488,0-2679-5996,http://investor.futurepark.co.th,"6,233,161,000.00 บาท"
247,บริษัท ฟิลเตอร์ วิชั่น จำกัด (มหาชน),95 ซอยรามอินทรา 117 ถนนรามอินทรา แขวงมีนบุรี เขตมีนบุรี กทม.,0-2518-2722,0-2518-2723,http://www.filtervision.co.th,"282,571,479.50 บาท"
248,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ แกรนด์ โฮสพีทาลิตี้,"989 อาคารสยามพิวรรธน์ทาวเวอร์ ชั้น 9, 24 ถนนพระราม 1 แขวงปทุมวัน เขตปทุมวัน กทม.",0-2659-8888,0-2659-8860,http://www.one-asset.com,"1,755,000,000.00 บาท"
249,บริษัท โกลเบล็ก โฮลดิ้ง แมนเนจเม้นท์ จำกัด (มหาชน),"อาคาร ซีอาร์ซี ออลซีซั่นส์ เพลส ชั้น 12, 87/2 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม.",0-2672-5999,0-2687-7009,http://www.globlexholding.co.th,"1,460,000,000.00 บาท"
250,บริษัท โกลบอล คอนเน็คชั่นส์ จำกัด (มหาชน),13/1 หมู่ 2 ถนนกิ่งแก้ว ตำบลราชาเทวะ อำเภอบางพลี สมุทรปราการ,"0-2763-7921, 0-2763-7999, 0-2763-7923-42","0-2763-7950, 0-2312-4880-1",http://www.gc.co.th,"220,000,000.00 บาท"
251,บริษัท จี แคปปิตอล จำกัด (มหาชน),เลขที่ 161/1 อาคารเอส จี ทาวเวอร์ ชั้น 8 ซอยมหาดเล็กหลวง 3 ถนนราชดำริ แขวงลุมพินี เขตปทุมวัน กทม.,0-2651-9995,0-2651-9553,http://www.gcapital.co.th,"196,296,296.50 บาท"
252,บริษัท เจนเนอรัล เอนจิเนียริ่ง จำกัด (มหาชน),44/2 หมู่ 2 ถนนติวานนท์ ตำบลบางกระดี อำเภอเมือง ปทุมธานี,"0-2501-1055, 0-2501-2462-7, 0-2501-2020","0-2501-2134, 0-2501-2468",http://www.gel.co.th,"6,882,293,415.55 บาท"
253,บริษัทบริหารและพัฒนาเพื่อการอนุรักษ์สิ่งแวดล้อม จำกัด(มหาชน),447 ถนนบอนด์สตรีท ตำบลบางพูด อำเภอปากเกร็ด นนทบุรี,0-2502-0900,0-2502-0999,http://www.genco.co.th,"1,122,297,625.00 บาท"
254,บริษัท จีเอฟพีที จำกัด (มหาชน),312 ถนนพระราม 2 แขวงบางมด เขตจอมทอง กทม.,0-2473-8000,"0-2473-8392, 0-2473-8384",http://www.gfpt.co.th,"1,400,000,000.00 บาท"
255,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),เลขที่ 555/1 ศูนย์เอนเนอร์ยี่คอมเพล็กซ์ อาคารเอ ชั้น 4 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,0-2558-7300,0-2558-7301,http://www.ggcplc.com,"9,724,833,650.00 บาท"
256,บริษัท แกรททิทูด อินฟินิท จำกัด (มหาชน),9/8 หมู่ที่ 5 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กทม.,0-2888-6800,0-2888-7200,http://www.gratitudeinfinite.co.th,"372,029,949.00 บาท"
257,บริษัท จี เจ สตีล จำกัด (มหาชน),เลขที่ 88 ปาโซ่ ทาวเวอร์ ชั้น 24 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กทม.,0-2267-8222,0-2267-9048,http://www.gjsteel.co.th,"27,600,824,751.36 บาท"
258,บริษัท กรุ๊ปลีส จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),63 ซอย1 ถนนเทศบาลนิมิตรใต้ แขวงลาดยาว เขตจตุจักร กทม.,0-2580-7555,0-2954-2902-3,https://grouplease.international,"922,545,040.00 บาท"
259,บริษัท แกรนด์ คาแนล แลนด์ จำกัด (มหาชน),เลขที่ 161 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กทม.,0-2246-2323,0-2247-1082,http://www.grandcanalland.com,"6,535,484,202.00 บาท"
260,บริษัท สยามโกลบอลเฮ้าส์ จำกัด (มหาชน),232 หมู่ที่ 19 ตำบลรอบเมือง อำเภอเมืองร้อยเอ็ด ร้อยเอ็ด,0-4361-9850-99,0-4351-9777,http://www.globalhouse.co.th,"4,801,743,807.00 บาท"
261,บริษัท โกลบอล คอนซูเมอร์ จำกัด (มหาชน),เลขที่ 60 ชั้น 2 ซอยประดิษฐ์มนูธรรม 19 ถนนประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว กทม.,0-2712-5487-88,0-2712-5750,http://www.glocon.co.th,"3,643,217,764.00 บาท"
262,บริษัท รุ่งเรืองตลอดไป จำกัด (มหาชน),เลขที่ 20 หมู่ที่ 6 ตำบลพันท้ายนรสิงห์ อำเภอเมือง สมุทรสาคร สมุทรสาคร,0-9876-5430-0,-,http://www.kawebook.com,"135,000,000.00 บาท"
263,บริษัท กรังด์ปรีซ์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),4/299 หมู่ที่ 5 ซอยลาดปลาเค้า 66 ถนนลาดปลาเค้า แขวงอนุสาวรีย์ เขตบางเขน กทม.,0-2522-1731-8,0-2971-6462,http://www.grandprix.co.th,"300,000,000.00 บาท"
264,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),555/2 ศูนย์เอนเนอร์ยี่คอมเพล็กซ์ อาคารบี ชั้น 5 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,0-2140-4600,0-2140-4601,http://www.gpscgroup.com,"28,197,293,710.00 บาท"
